,0.0028,0.0071,0.0106,0.021,0.022
dp Pa,553.2311403263476,298.652945700132,242.70906586709637,443.31506157593196,298.62854893942466
vol mL,2.76400017541551,39.23124914007849,108.66615541802027,71.0673496186412,109.15654591068514
time s,2.2139783196770466,0.19258213517322623,0.07162084511191884,0.09113759161872009,0.23404868698368694
Re,143.02741924626037,1301.4871449135671,2519.556894682306,1345.5158910357868,1263.9657422772013
f,0.005845796437461122,-0.0036951146313612022,-0.004411649393411383,-0.0764032835501277,-0.28378411342012194
